age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
4,Private,84784,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,2,2,United-States,<=50K
2,Local-gov,339346,Masters,14,Never-married,Exec-managerial,,White,Female,4,0,3,United-States,>50K
3,Self-emp-inc,368014,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,3,3,United-States,>50K
1,Local-gov,242464,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,1,0,2,United-States,>50K
1,Private,99146,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
4,Federal-gov,52765,9th,5,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Self-emp-inc,185384,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,1,United-States,<=50K
1,Self-emp-not-inc,107662,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,0,Canada,<=50K
1,Self-emp-not-inc,62932,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,119098,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
0,State-gov,120268,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,3,United-States,>50K
2,Private,110607,HS-grad,9,Divorced,Other-service,,White,Male,0,0,1,United-States,<=50K
0,Private,198512,Bachelors,13,Never-married,Exec-managerial,,White,Female,0,0,2,United-States,<=50K
0,Private,306639,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,203182,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,0,0,0,United-States,<=50K
0,Private,293136,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
1,Private,101709,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,>50K
1,Private,92865,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
1,Local-gov,172270,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,168475,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
3,Private,54190,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,231866,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,215596,Bachelors,13,Married-spouse-absent,Other-service,,Other,Male,0,0,2,Mexico,<=50K
1,Private,178489,Bachelors,13,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,2,,<=50K
2,Private,434081,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,2,United-States,<=50K
4,Private,222810,Assoc-voc,11,Divorced,Exec-managerial,,White,Female,0,0,2,United-States,<=50K
4,Private,283416,Masters,14,Never-married,Prof-specialty,,White,Male,0,0,2,United-States,<=50K
4,Private,196610,7th-8th,4,Widowed,Exec-managerial,,White,Male,2,0,2,United-States,>50K
2,Private,305597,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,83953,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,>50K
4,Local-gov,311409,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,3,0,1,United-States,>50K
4,Private,225394,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,3,2,United-States,<=50K
3,Private,179479,HS-grad,9,Widowed,Exec-managerial,,White,Female,1,0,2,Yugoslavia,<=50K
4,Local-gov,138502,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,2,0,3,United-States,>50K
0,Private,325033,12th,8,Never-married,Other-service,Own-child,Black,Male,0,0,1,United-States,>50K
4,Self-emp-not-inc,331960,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,117779,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,3,United-States,>50K
0,Private,116489,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,234195,HS-grad,9,Divorced,Other-service,,White,Male,0,0,2,United-States,<=50K
2,State-gov,52849,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,189924,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K
0,,97261,Some-college,10,Never-married,,Own-child,White,Male,1,0,1,United-States,<=50K
1,Private,75855,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,2,0,2,,>50K
2,Private,141748,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2,2,United-States,>50K
1,Self-emp-not-inc,160731,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,375827,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,2,United-States,<=50K
2,Private,98765,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,2,Canada,<=50K
2,Self-emp-not-inc,188278,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,2,United-States,<=50K
0,Private,395297,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,1,Japan,<=50K
0,Private,49092,Bachelors,13,Never-married,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
3,Local-gov,88856,7th-8th,4,Never-married,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,226629,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,<=50K
3,Private,374580,HS-grad,9,Separated,Sales,,White,Female,0,0,3,United-States,<=50K
1,Private,153353,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
3,Private,72896,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,102114,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
2,Private,31964,9th,5,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,32732,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
2,State-gov,94754,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,India,<=50K
2,Private,183800,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,274907,Assoc-acdm,12,Never-married,Prof-specialty,,White,Male,0,0,1,United-States,<=50K
3,Self-emp-not-inc,35295,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,2,United-States,<=50K
1,Federal-gov,234994,Some-college,10,Divorced,Exec-managerial,,Black,Male,0,0,2,United-States,<=50K
1,Private,203776,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,196482,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Local-gov,164518,HS-grad,9,Widowed,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
2,Local-gov,231832,Masters,14,Never-married,Prof-specialty,,White,Female,0,0,2,United-States,<=50K
3,Private,178915,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,185079,HS-grad,9,Never-married,Exec-managerial,,White,Female,0,0,3,United-States,<=50K
1,Private,159724,Bachelors,13,Never-married,Exec-managerial,,White,Female,0,0,2,United-States,<=50K
4,Self-emp-inc,84587,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,0,Japan,<=50K
2,Private,184456,Prof-school,15,Never-married,Exec-managerial,,White,Male,4,0,3,United-States,>50K
2,Private,174242,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,3,United-States,>50K
2,Private,33975,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,336440,Some-college,10,Never-married,Other-service,,White,Male,0,0,2,United-States,<=50K
0,Private,207791,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,278390,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,<=50K
1,Private,201988,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,,<=50K
1,Federal-gov,174215,Bachelors,13,Never-married,Exec-managerial,,White,Female,0,0,3,United-States,<=50K
4,Private,159822,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,45781,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Self-emp-not-inc,318865,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
4,,292019,7th-8th,4,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
2,Private,96129,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
2,,260953,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,143050,Masters,14,Divorced,Exec-managerial,,White,Female,0,0,3,United-States,<=50K
0,Private,321435,Bachelors,13,Never-married,Adm-clerical,,White,Male,0,0,2,United-States,<=50K
1,Private,183977,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
0,Local-gov,112835,Masters,14,Never-married,Protective-serv,,White,Male,0,0,2,United-States,<=50K
2,Private,343377,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,107740,HS-grad,9,Widowed,Handlers-cleaners,,White,Male,0,0,1,United-States,<=50K
1,State-gov,204052,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
1,Private,200179,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,2,United-States,<=50K
3,Private,40666,Bachelors,13,Divorced,Exec-managerial,Other-relative,White,Male,0,0,2,United-States,<=50K
4,Private,227210,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,2,United-States,>50K
0,Private,259109,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,0,United-States,<=50K
0,,298133,Some-college,10,Never-married,,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,111275,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,3,United-States,<=50K
2,Federal-gov,376455,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2,3,United-States,>50K
2,Private,170020,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,2,United-States,<=50K
2,Private,216968,Bachelors,13,Never-married,Handlers-cleaners,,Black,Male,0,0,2,,<=50K
2,Private,70645,Masters,14,Widowed,Prof-specialty,,White,Female,2,0,3,United-States,<=50K
3,Private,27166,HS-grad,9,Married-spouse-absent,Transport-moving,,White,Male,4,0,2,United-States,>50K
0,Private,171818,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,2,United-States,<=50K
3,Private,128432,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,106900,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
3,Local-gov,132994,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,3,0,2,United-States,>50K
0,Private,165532,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
2,Local-gov,343591,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,0,United-States,<=50K
1,Private,219838,12th,8,Divorced,Machine-op-inspct,,White,Male,0,0,2,United-States,<=50K
2,Private,355918,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,>50K
2,Private,267085,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Federal-gov,112008,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,Germany,<=50K
2,Self-emp-not-inc,174395,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,3,United-States,>50K
0,Private,219137,10th,6,Never-married,Other-service,Own-child,Black,Male,0,0,1,United-States,<=50K
1,Local-gov,362775,10th,6,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,0,0,1,United-States,<=50K
2,Local-gov,421446,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,3,United-States,>50K
1,Private,173495,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,158508,Some-college,10,Divorced,Exec-managerial,,White,Female,0,0,2,United-States,<=50K
3,Private,78529,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
1,Private,152129,12th,8,Never-married,Other-service,Unmarried,Black,Male,0,0,2,United-States,<=50K
1,Private,121195,HS-grad,9,Never-married,Machine-op-inspct,,Other,Male,0,0,3,United-States,<=50K
2,Federal-gov,190174,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,38772,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,87556,HS-grad,9,Divorced,Craft-repair,,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,225892,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,1,0,2,United-States,<=50K
1,Private,220631,Assoc-voc,11,Never-married,Other-service,,White,Male,0,0,3,,<=50K
1,Private,65876,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,113211,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
0,Private,179953,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,1,0,1,United-States,<=50K
0,Private,86143,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,0,Philippines,<=50K
1,Private,355571,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,2,United-States,<=50K
0,Private,144483,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,69235,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,2,Taiwan,<=50K
4,,184948,Assoc-voc,11,Divorced,,,White,Male,0,0,3,United-States,<=50K
1,Private,192591,Bachelors,13,Never-married,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
3,Private,218550,Some-college,10,Married-spouse-absent,Adm-clerical,,White,Female,4,0,0,United-States,>50K
1,Private,167476,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,223433,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
2,Self-emp-not-inc,112507,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Local-gov,183765,Assoc-acdm,12,Never-married,Prof-specialty,,White,Male,0,0,2,United-States,>50K
1,Private,190027,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,0,0,2,,<=50K
2,Private,185520,Some-college,10,Divorced,Exec-managerial,,White,Female,3,0,2,United-States,>50K
3,Private,186303,HS-grad,9,Never-married,Sales,,White,Male,0,0,2,United-States,<=50K
3,Private,269763,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,0,United-States,<=50K
1,Private,144064,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
2,Self-emp-not-inc,244194,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,>50K
4,Federal-gov,28291,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,<=50K
0,Private,121240,HS-grad,9,Never-married,Other-service,,White,Male,0,0,1,United-States,<=50K
0,,24688,HS-grad,9,Never-married,,,White,Male,0,0,2,United-States,<=50K
0,Private,216563,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,207172,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,2,United-States,<=50K
0,Private,318918,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,1,United-States,<=50K
4,Private,132806,HS-grad,9,Widowed,Other-service,,White,Female,0,0,0,United-States,<=50K
0,Federal-gov,181096,Some-college,10,Never-married,Tech-support,Own-child,Black,Male,0,0,0,United-States,<=50K
1,Private,268282,7th-8th,4,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,0,0,1,Mexico,<=50K
3,Local-gov,84808,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,State-gov,142621,Bachelors,13,Never-married,Prof-specialty,,White,Female,2,0,2,United-States,<=50K
2,Private,117556,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,1,United-States,<=50K
1,Private,197932,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,2,Mexico,>50K
3,Local-gov,195635,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
4,Private,101375,10th,6,Divorced,Machine-op-inspct,,White,Female,0,0,2,United-States,<=50K
4,Private,121319,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,2,Poland,<=50K
2,Federal-gov,143547,Bachelors,13,Never-married,Prof-specialty,,White,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,225456,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Self-emp-not-inc,52505,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
2,Private,239755,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,195891,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,272411,Bachelors,13,Never-married,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
3,Private,93690,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
0,Private,133515,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,2,United-States,<=50K
2,Private,180383,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,103538,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
2,Self-emp-not-inc,53956,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,3,United-States,<=50K
1,Private,370494,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,2,Mexico,<=50K
0,Private,161478,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
3,Private,237428,Some-college,10,Divorced,Exec-managerial,,White,Male,0,1,2,United-States,<=50K
2,Private,279272,Assoc-acdm,12,Never-married,Transport-moving,,Black,Male,0,0,3,United-States,<=50K
0,Private,169188,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,1,United-States,<=50K
2,Private,261929,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,2,United-States,>50K
2,Private,35309,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,445728,HS-grad,9,Never-married,Craft-repair,,White,Male,0,0,2,United-States,<=50K
1,Private,174215,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Local-gov,116892,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,293984,10th,6,Married-civ-spouse,Craft-repair,Own-child,Black,Male,0,0,2,United-States,<=50K
0,State-gov,139091,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,1,United-States,<=50K
